name,integer_ops,flops,FAdd,FMul,memory_ops,loads,stores,branch_ops,uncond_branch_ops,cond_branch_ops,comparison,cpu_ops,total_ops,vector_ops
jacobi-1d-imper_N1700_3200,141361808,16309800,10873200,5436600,141368607,119617102,21751505,32631503,21753201,10878301,10878301,32619600,331671718,4074900
jacobi-1d-imper_N1700_3300,145781808,16819800,11213200,5606600,145788607,123357102,22431505,33651503,22433201,11218301,11218301,33639600,342041718,4202400
jacobi-1d-imper_N1700_3400,150201808,17329800,11553200,5776600,150208607,127097102,23111505,34671503,23113201,11558301,11558301,34659600,352411718,4329900
jacobi-1d-imper_N1700_3500,154621808,17839800,11893200,5946600,154628607,130837102,23791505,35691503,23793201,11898301,11898301,35679600,362781718,4457400
jacobi-1d-imper_N1700_3600,159041808,18349800,12233200,6116600,159048607,134577102,24471505,36711503,24473201,12238301,12238301,36699600,373151718,4584900
jacobi-1d-imper_N1700_3700,163461808,18859800,12573200,6286600,163468607,138317102,25151505,37731503,25153201,12578301,12578301,37719600,383521718,4712400
jacobi-1d-imper_N1700_3800,167881808,19369800,12913200,6456600,167888607,142057102,25831505,38751503,25833201,12918301,12918301,38739600,393891718,4839900
jacobi-1d-imper_N1700_3900,172301808,19879800,13253200,6626600,172308607,145797102,26511505,39771503,26513201,13258301,13258301,39759600,404261718,4967400
jacobi-1d-imper_N1700_4000,176721808,20389800,13593200,6796600,176728607,149537102,27191505,40791503,27193201,13598301,13598301,40779600,414631718,5094900
jacobi-1d-imper_N1800_2500,116917208,13489200,8992800,4496400,116924407,98933402,17991005,26991003,17992801,8998201,8998201,26978400,274321818,3369600
jacobi-1d-imper_N1800_2600,121597208,14029200,9352800,4676400,121604407,102893402,18711005,28071003,18712801,9358201,9358201,28058400,285301818,3504600
jacobi-1d-imper_N1800_2700,126277208,14569200,9712800,4856400,126284407,106853402,19431005,29151003,19432801,9718201,9718201,29138400,296281818,3639600
jacobi-1d-imper_N1800_2800,130957208,15109200,10072800,5036400,130964407,110813402,20151005,30231003,20152801,10078201,10078201,30218400,307261818,3774600
jacobi-1d-imper_N1800_2900,135637208,15649200,10432800,5216400,135644407,114773402,20871005,31311003,20872801,10438201,10438201,31298400,318241818,3909600
jacobi-1d-imper_N1800_3000,140317208,16189200,10792800,5396400,140324407,118733402,21591005,32391003,21592801,10798201,10798201,32378400,329221818,4044600
jacobi-1d-imper_N1800_3100,144997208,16729200,11152800,5576400,145004407,122693402,22311005,33471003,22312801,11158201,11158201,33458400,340201818,4179600
jacobi-1d-imper_N1800_3200,149677208,17269200,11512800,5756400,149684407,126653402,23031005,34551003,23032801,11518201,11518201,34538400,351181818,4314600
jacobi-1d-imper_N1800_3300,154357208,17809200,11872800,5936400,154364407,130613402,23751005,35631003,23752801,11878201,11878201,35618400,362161818,4449600
jacobi-1d-imper_N1800_3400,159037208,18349200,12232800,6116400,159044407,134573402,24471005,36711003,24472801,12238201,12238201,36698400,373141818,4584600
jacobi-1d-imper_N1800_3500,163717208,18889200,12592800,6296400,163724407,138533402,25191005,37791003,25192801,12598201,12598201,37778400,384121818,4719600
jacobi-1d-imper_N1800_3600,168397208,19429200,12952800,6476400,168404407,142493402,25911005,38871003,25912801,12958201,12958201,38858400,395101818,4854600
jacobi-1d-imper_N1800_3700,173077208,19969200,13312800,6656400,173084407,146453402,26631005,39951003,26632801,13318201,13318201,39938400,406081818,4989600
jacobi-1d-imper_N1800_3800,177757208,20509200,13672800,6836400,177764407,150413402,27351005,41031003,27352801,13678201,13678201,41018400,417061818,5124600
jacobi-1d-imper_N1800_3900,182437208,21049200,14032800,7016400,182444407,154373402,28071005,42111003,28072801,14038201,14038201,42098400,428041818,5259600
jacobi-1d-imper_N1800_4000,187117208,21589200,14392800,7196400,187124407,158333402,28791005,43191003,28792801,14398201,14398201,43178400,439021818,5394600
jacobi-1d-imper_N1900_2500,123412608,14238600,9492400,4746200,123420207,104429702,18990505,28490503,18992401,9498101,9498101,28477200,289561918,3556800
jacobi-1d-imper_N1900_2600,128352608,14808600,9872400,4936200,128360207,108609702,19750505,29630503,19752401,9878101,9878101,29617200,301151918,3699300
jacobi-1d-imper_N1900_2700,133292608,15378600,10252400,5126200,133300207,112789702,20510505,30770503,20512401,10258101,10258101,30757200,312741918,3841800
jacobi-1d-imper_N1900_2800,138232608,15948600,10632400,5316200,138240207,116969702,21270505,31910503,21272401,10638101,10638101,31897200,324331918,3984300
jacobi-1d-imper_N1900_2900,143172608,16518600,11012400,5506200,143180207,121149702,22030505,33050503,22032401,11018101,11018101,33037200,335921918,4126800
jacobi-1d-imper_N1900_3000,148112608,17088600,11392400,5696200,148120207,125329702,22790505,34190503,22792401,11398101,11398101,34177200,347511918,4269300
jacobi-1d-imper_N1900_3100,153052608,17658600,11772400,5886200,153060207,129509702,23550505,35330503,23552401,11778101,11778101,35317200,359101918,4411800
jacobi-1d-imper_N1900_3200,157992608,18228600,12152400,6076200,158000207,133689702,24310505,36470503,24312401,12158101,12158101,36457200,370691918,4554300
jacobi-1d-imper_N1900_3300,162932608,18798600,12532400,6266200,162940207,137869702,25070505,37610503,25072401,12538101,12538101,37597200,382281918,4696800
jacobi-1d-imper_N1900_3400,167872608,19368600,12912400,6456200,167880207,142049702,25830505,38750503,25832401,12918101,12918101,38737200,393871918,4839300
jacobi-1d-imper_N1900_3500,172812608,19938600,13292400,6646200,172820207,146229702,26590505,39890503,26592401,13298101,13298101,39877200,405461918,4981800
jacobi-1d-imper_N1900_3600,177752608,20508600,13672400,6836200,177760207,150409702,27350505,41030503,27352401,13678101,13678101,41017200,417051918,5124300
jacobi-1d-imper_N1900_3700,182692608,21078600,14052400,7026200,182700207,154589702,28110505,42170503,28112401,14058101,14058101,42157200,428641918,5266800
jacobi-1d-imper_N1900_3800,187632608,21648600,14432400,7216200,187640207,158769702,28870505,43310503,28872401,14438101,14438101,43297200,440231918,5409300
jacobi-1d-imper_N1900_3900,192572608,22218600,14812400,7406200,192580207,162949702,29630505,44450503,29632401,14818101,14818101,44437200,451821918,5551800
jacobi-1d-imper_N1900_4000,197512608,22788600,15192400,7596200,197520207,167129702,30390505,45590503,30392401,15198101,15198101,45577200,463411918,5694300
jacobi-1d-imper_N2000_2500,129908008,14988000,9992000,4996000,129916007,109926002,19990005,29990003,19992001,9998001,9998001,29976000,304802018,3744000
jacobi-1d-imper_N2000_2600,135108008,15588000,10392000,5196000,135116007,114326002,20790005,31190003,20792001,10398001,10398001,31176000,317002018,3894000
jacobi-1d-imper_N2000_2700,140308008,16188000,10792000,5396000,140316007,118726002,21590005,32390003,21592001,10798001,10798001,32376000,329202018,4044000
jacobi-1d-imper_N2000_2800,145508008,16788000,11192000,5596000,145516007,123126002,22390005,33590003,22392001,11198001,11198001,33576000,341402018,4194000
jacobi-1d-imper_N2000_2900,150708008,17388000,11592000,5796000,150716007,127526002,23190005,34790003,23192001,11598001,11598001,34776000,353602018,4344000
jacobi-1d-imper_N2000_3000,155908008,17988000,11992000,5996000,155916007,131926002,23990005,35990003,23992001,11998001,11998001,35976000,365802018,4494000
jacobi-1d-imper_N2000_3100,161108008,18588000,12392000,6196000,161116007,136326002,24790005,37190003,24792001,12398001,12398001,37176000,378002018,4644000
jacobi-1d-imper_N2000_3200,166308008,19188000,12792000,6396000,166316007,140726002,25590005,38390003,25592001,12798001,12798001,38376000,390202018,4794000
jacobi-1d-imper_N2000_3300,171508008,19788000,13192000,6596000,171516007,145126002,26390005,39590003,26392001,13198001,13198001,39576000,402402018,4944000
jacobi-1d-imper_N2000_3400,176708008,20388000,13592000,6796000,176716007,149526002,27190005,40790003,27192001,13598001,13598001,40776000,414602018,5094000
jacobi-1d-imper_N2000_3500,181908008,20988000,13992000,6996000,181916007,153926002,27990005,41990003,27992001,13998001,13998001,41976000,426802018,5244000
jacobi-1d-imper_N2000_3600,187108008,21588000,14392000,7196000,187116007,158326002,28790005,43190003,28792001,14398001,14398001,43176000,439002018,5394000
jacobi-1d-imper_N2000_3700,192308008,22188000,14792000,7396000,192316007,162726002,29590005,44390003,29592001,14798001,14798001,44376000,451202018,5544000
jacobi-1d-imper_N2000_3800,197508008,22788000,15192000,7596000,197516007,167126002,30390005,45590003,30392001,15198001,15198001,45576000,463402018,5694000
jacobi-1d-imper_N2000_3900,202708008,23388000,15592000,7796000,202716007,171526002,31190005,46790003,31192001,15598001,15598001,46776000,475602018,5844000
jacobi-1d-imper_N2000_4000,207908008,23988000,15992000,7996000,207916007,175926002,31990005,47990003,31992001,15998001,15998001,47976000,487802018,5994000
jacobi-1d-imper_N2100_2500,136403408,15737400,10491600,5245800,136411807,115422302,20989505,31489503,20991601,10497901,10497901,31474800,320042118,3931200
jacobi-1d-imper_N2100_2600,141863408,16367400,10911600,5455800,141871807,120042302,21829505,32749503,21831601,10917901,10917901,32734800,332852118,4088700
jacobi-1d-imper_N2100_2700,147323408,16997400,11331600,5665800,147331807,124662302,22669505,34009503,22671601,11337901,11337901,33994800,345662118,4246200
jacobi-1d-imper_N2100_2800,152783408,17627400,11751600,5875800,152791807,129282302,23509505,35269503,23511601,11757901,11757901,35254800,358472118,4403700
jacobi-1d-imper_N2100_2900,158243408,18257400,12171600,6085800,158251807,133902302,24349505,36529503,24351601,12177901,12177901,36514800,371282118,4561200
jacobi-1d-imper_N2100_3000,163703408,18887400,12591600,6295800,163711807,138522302,25189505,37789503,25191601,12597901,12597901,37774800,384092118,4718700
jacobi-1d-imper_N2100_3100,169163408,19517400,13011600,6505800,169171807,143142302,26029505,39049503,26031601,13017901,13017901,39034800,396902118,4876200
jacobi-1d-imper_N2100_3200,174623408,20147400,13431600,6715800,174631807,147762302,26869505,40309503,26871601,13437901,13437901,40294800,409712118,5033700
jacobi-1d-imper_N2100_3300,180083408,20777400,13851600,6925800,180091807,152382302,27709505,41569503,27711601,13857901,13857901,41554800,422522118,5191200
jacobi-1d-imper_N2100_3400,185543408,21407400,14271600,7135800,185551807,157002302,28549505,42829503,28551601,14277901,14277901,42814800,435332118,5348700
jacobi-1d-imper_N2100_3500,191003408,22037400,14691600,7345800,191011807,161622302,29389505,44089503,29391601,14697901,14697901,44074800,448142118,5506200
jacobi-1d-imper_N2100_3600,196463408,22667400,15111600,7555800,196471807,166242302,30229505,45349503,30231601,15117901,15117901,45334800,460952118,5663700
jacobi-1d-imper_N2100_3700,201923408,23297400,15531600,7765800,201931807,170862302,31069505,46609503,31071601,15537901,15537901,46594800,473762118,5821200
jacobi-1d-imper_N2100_3800,207383408,23927400,15951600,7975800,207391807,175482302,31909505,47869503,31911601,15957901,15957901,47854800,486572118,5978700
jacobi-1d-imper_N2100_3900,212843408,24557400,16371600,8185800,212851807,180102302,32749505,49129503,32751601,16377901,16377901,49114800,499382118,6136200
jacobi-1d-imper_N2100_4000,218303408,25187400,16791600,8395800,218311807,184722302,33589505,50389503,33591601,16797901,16797901,50374800,512192118,6293700
jacobi-1d-imper_N2200_2500,142898808,16486800,10991200,5495600,142907607,120918602,21989005,32989003,21991201,10997801,10997801,32973600,335282218,4118400
jacobi-1d-imper_N2200_2600,148618808,17146800,11431200,5715600,148627607,125758602,22869005,34309003,22871201,11437801,11437801,34293600,348702218,4283400
jacobi-1d-imper_N2200_2700,154338808,17806800,11871200,5935600,154347607,130598602,23749005,35629003,23751201,11877801,11877801,35613600,362122218,4448400
jacobi-1d-imper_N2200_2800,160058808,18466800,12311200,6155600,160067607,135438602,24629005,36949003,24631201,12317801,12317801,36933600,375542218,4613400
jacobi-1d-imper_N2200_2900,165778808,19126800,12751200,6375600,165787607,140278602,25509005,38269003,25511201,12757801,12757801,38253600,388962218,4778400
jacobi-1d-imper_N2200_3000,171498808,19786800,13191200,6595600,171507607,145118602,26389005,39589003,26391201,13197801,13197801,39573600,402382218,4943400
jacobi-1d-imper_N2200_3100,177218808,20446800,13631200,6815600,177227607,149958602,27269005,40909003,27271201,13637801,13637801,40893600,415802218,5108400
jacobi-1d-imper_N2200_3200,182938808,21106800,14071200,7035600,182947607,154798602,28149005,42229003,28151201,14077801,14077801,42213600,429222218,5273400
jacobi-1d-imper_N2200_3300,188658808,21766800,14511200,7255600,188667607,159638602,29029005,43549003,29031201,14517801,14517801,43533600,442642218,5438400
jacobi-1d-imper_N2200_3400,194378808,22426800,14951200,7475600,194387607,164478602,29909005,44869003,29911201,14957801,14957801,44853600,456062218,5603400
jacobi-1d-imper_N2200_3500,200098808,23086800,15391200,7695600,200107607,169318602,30789005,46189003,30791201,15397801,15397801,46173600,469482218,5768400
jacobi-1d-imper_N2200_3600,205818808,23746800,15831200,7915600,205827607,174158602,31669005,47509003,31671201,15837801,15837801,47493600,482902218,5933400
jacobi-1d-imper_N2200_3700,211538808,24406800,16271200,8135600,211547607,178998602,32549005,48829003,32551201,16277801,16277801,48813600,496322218,6098400
jacobi-1d-imper_N2200_3800,217258808,25066800,16711200,8355600,217267607,183838602,33429005,50149003,33431201,16717801,16717801,50133600,509742218,6263400
jacobi-1d-imper_N2200_3900,222978808,25726800,17151200,8575600,222987607,188678602,34309005,51469003,34311201,17157801,17157801,51453600,523162218,6428400
jacobi-1d-imper_N2200_4000,228698808,26386800,17591200,8795600,228707607,193518602,35189005,52789003,35191201,17597801,17597801,52773600,536582218,6593400
jacobi-1d-imper_N2300_2500,149394208,17236200,11490800,5745400,149403407,126414902,22988505,34488503,22990801,11497701,11497701,34472400,350522318,4305600
jacobi-1d-imper_N2300_2600,155374208,17926200,11950800,5975400,155383407,131474902,23908505,35868503,23910801,11957701,11957701,35852400,364552318,4478100
jacobi-1d-imper_N2300_2700,161354208,18616200,12410800,6205400,161363407,136534902,24828505,37248503,24830801,12417701,12417701,37232400,378582318,4650600
jacobi-1d-imper_N2300_2800,167334208,19306200,12870800,6435400,167343407,141594902,25748505,38628503,25750801,12877701,12877701,38612400,392612318,4823100
jacobi-1d-imper_N2300_2900,173314208,19996200,13330800,6665400,173323407,146654902,26668505,40008503,26670801,13337701,13337701,39992400,406642318,4995600
jacobi-1d-imper_N2300_3000,179294208,20686200,13790800,6895400,179303407,151714902,27588505,41388503,27590801,13797701,13797701,41372400,420672318,5168100
jacobi-1d-imper_N2300_3100,185274208,21376200,14250800,7125400,185283407,156774902,28508505,42768503,28510801,14257701,14257701,42752400,434702318,5340600
jacobi-1d-imper_N2300_3200,191254208,22066200,14710800,7355400,191263407,161834902,29428505,44148503,29430801,14717701,14717701,44132400,448732318,5513100
jacobi-1d-imper_N2300_3300,197234208,22756200,15170800,7585400,197243407,166894902,30348505,45528503,30350801,15177701,15177701,45512400,462762318,5685600
jacobi-1d-imper_N2300_3400,203214208,23446200,15630800,7815400,203223407,171954902,31268505,46908503,31270801,15637701,15637701,46892400,476792318,5858100
jacobi-1d-imper_N2300_3500,209194208,24136200,16090800,8045400,209203407,177014902,32188505,48288503,32190801,16097701,16097701,48272400,490822318,6030600
jacobi-1d-imper_N2300_3600,215174208,24826200,16550800,8275400,215183407,182074902,33108505,49668503,33110801,16557701,16557701,49652400,504852318,6203100
jacobi-1d-imper_N2300_3700,221154208,25516200,17010800,8505400,221163407,187134902,34028505,51048503,34030801,17017701,17017701,51032400,518882318,6375600
jacobi-1d-imper_N2300_3800,227134208,26206200,17470800,8735400,227143407,192194902,34948505,52428503,34950801,17477701,17477701,52412400,532912318,6548100
jacobi-1d-imper_N2300_3900,233114208,26896200,17930800,8965400,233123407,197254902,35868505,53808503,35870801,17937701,17937701,53792400,546942318,6720600
jacobi-1d-imper_N2300_4000,239094208,27586200,18390800,9195400,239103407,202314902,36788505,55188503,36790801,18397701,18397701,55172400,560972318,6893100
jacobi-1d-imper_N2400_2500,155889608,17985600,11990400,5995200,155899207,131911202,23988005,35988003,23990401,11997601,11997601,35971200,365762418,4492800
jacobi-1d-imper_N2400_2600,162129608,18705600,12470400,6235200,162139207,137191202,24948005,37428003,24950401,12477601,12477601,37411200,380402418,4672800
jacobi-1d-imper_N2400_2700,168369608,19425600,12950400,6475200,168379207,142471202,25908005,38868003,25910401,12957601,12957601,38851200,395042418,4852800
jacobi-1d-imper_N2400_2800,174609608,20145600,13430400,6715200,174619207,147751202,26868005,40308003,26870401,13437601,13437601,40291200,409682418,5032800
jacobi-1d-imper_N2400_2900,180849608,20865600,13910400,6955200,180859207,153031202,27828005,41748003,27830401,13917601,13917601,41731200,424322418,5212800
jacobi-1d-imper_N2400_3000,187089608,21585600,14390400,7195200,187099207,158311202,28788005,43188003,28790401,14397601,14397601,43171200,438962418,5392800
jacobi-1d-imper_N2400_3100,193329608,22305600,14870400,7435200,193339207,163591202,29748005,44628003,29750401,14877601,14877601,44611200,453602418,5572800
jacobi-1d-imper_N2400_3200,199569608,23025600,15350400,7675200,199579207,168871202,30708005,46068003,30710401,15357601,15357601,46051200,468242418,5752800
jacobi-1d-imper_N2400_3300,205809608,23745600,15830400,7915200,205819207,174151202,31668005,47508003,31670401,15837601,15837601,47491200,482882418,5932800
jacobi-1d-imper_N2400_3400,212049608,24465600,16310400,8155200,212059207,179431202,32628005,48948003,32630401,16317601,16317601,48931200,497522418,6112800
jacobi-1d-imper_N2400_3500,218289608,25185600,16790400,8395200,218299207,184711202,33588005,50388003,33590401,16797601,16797601,50371200,512162418,6292800
jacobi-1d-imper_N2400_3600,224529608,25905600,17270400,8635200,224539207,189991202,34548005,51828003,34550401,17277601,17277601,51811200,526802418,6472800
jacobi-1d-imper_N2400_3700,230769608,26625600,17750400,8875200,230779207,195271202,35508005,53268003,35510401,17757601,17757601,53251200,541442418,6652800
jacobi-1d-imper_N2400_3800,237009608,27345600,18230400,9115200,237019207,200551202,36468005,54708003,36470401,18237601,18237601,54691200,556082418,6832800
jacobi-1d-imper_N2400_3900,243249608,28065600,18710400,9355200,243259207,205831202,37428005,56148003,37430401,18717601,18717601,56131200,570722418,7012800
jacobi-1d-imper_N2400_4000,249489608,28785600,19190400,9595200,249499207,211111202,38388005,57588003,38390401,19197601,19197601,57571200,585362418,7192800
jacobi-1d-imper_N2500_32,1965008,225000,150000,75000,1975007,1667502,307505,467503,310001,157501,157501,450000,4632518,52500
jacobi-1d-imper_N2500_64,4045008,465000,310000,155000,4055007,3427502,627505,947503,630001,317501,317501,930000,9512518,112500
jacobi-1d-imper_N2500_128,8205008,945000,630000,315000,8215007,6947502,1267505,1907503,1270001,637501,637501,1890000,19272518,232500
jacobi-1d-imper_N2500_256,16525008,1905000,1270000,635000,16535007,13987502,2547505,3827503,2550001,1277501,1277501,3810000,38792518,472500
jacobi-1d-imper_N2500_300,19385008,2235000,1490000,745000,19395007,16407502,2987505,4487503,2990001,1497501,1497501,4470000,45502518,555000
jacobi-1d-imper_N2500_400,25885008,2985000,1990000,995000,25895007,21907502,3987505,5987503,3990001,1997501,1997501,5970000,60752518,742500
jacobi-1d-imper_N2500_512,33165008,3825000,2550000,1275000,33175007,28067502,5107505,7667503,5110001,2557501,2557501,7650000,77832518,952500
jacobi-1d-imper_N2500_600,38885008,4485000,2990000,1495000,38895007,32907502,5987505,8987503,5990001,2997501,2997501,8970000,91252518,1117500
jacobi-1d-imper_N2500_700,45385008,5235000,3490000,1745000,45395007,38407502,6987505,10487503,6990001,3497501,3497501,10470000,106502518,1305000
jacobi-1d-imper_N2500_800,51885008,5985000,3990000,1995000,51895007,43907502,7987505,11987503,7990001,3997501,3997501,11970000,121752518,1492500
jacobi-1d-imper_N2500_900,58385008,6735000,4490000,2245000,58395007,49407502,8987505,13487503,8990001,4497501,4497501,13470000,137002518,1680000
jacobi-1d-imper_N2500_1024,66445008,7665000,5110000,2555000,66455007,56227502,10227505,15347503,10230001,5117501,5117501,15330000,155912518,1912500
jacobi-1d-imper_N2500_1100,71385008,8235000,5490000,2745000,71395007,60407502,10987505,16487503,10990001,5497501,5497501,16470000,167502518,2055000
jacobi-1d-imper_N2500_1200,77885008,8985000,5990000,2995000,77895007,65907502,11987505,17987503,11990001,5997501,5997501,17970000,182752518,2242500
jacobi-1d-imper_N2500_1300,84385008,9735000,6490000,3245000,84395007,71407502,12987505,19487503,12990001,6497501,6497501,19470000,198002518,2430000
jacobi-1d-imper_N2500_1400,90885008,10485000,6990000,3495000,90895007,76907502,13987505,20987503,13990001,6997501,6997501,20970000,213252518,2617500
jacobi-1d-imper_N2500_1500,97385008,11235000,7490000,3745000,97395007,82407502,14987505,22487503,14990001,7497501,7497501,22470000,228502518,2805000
jacobi-1d-imper_N2500_1600,103885008,11985000,7990000,3995000,103895007,87907502,15987505,23987503,15990001,7997501,7997501,23970000,243752518,2992500
jacobi-1d-imper_N2500_1700,110385008,12735000,8490000,4245000,110395007,93407502,16987505,25487503,16990001,8497501,8497501,25470000,259002518,3180000
jacobi-1d-imper_N2500_1800,116885008,13485000,8990000,4495000,116895007,98907502,17987505,26987503,17990001,8997501,8997501,26970000,274252518,3367500
jacobi-1d-imper_N2500_1900,123385008,14235000,9490000,4745000,123395007,104407502,18987505,28487503,18990001,9497501,9497501,28470000,289502518,3555000
jacobi-1d-imper_N2500_2000,129885008,14985000,9990000,4995000,129895007,109907502,19987505,29987503,19990001,9997501,9997501,29970000,304752518,3742500
jacobi-1d-imper_N2500_2100,136385008,15735000,10490000,5245000,136395007,115407502,20987505,31487503,20990001,10497501,10497501,31470000,320002518,3930000
jacobi-1d-imper_N2500_2200,142885008,16485000,10990000,5495000,142895007,120907502,21987505,32987503,21990001,10997501,10997501,32970000,335252518,4117500
jacobi-1d-imper_N2500_2300,149385008,17235000,11490000,5745000,149395007,126407502,22987505,34487503,22990001,11497501,11497501,34470000,350502518,4305000
jacobi-1d-imper_N2500_2400,155885008,17985000,11990000,5995000,155895007,131907502,23987505,35987503,23990001,11997501,11997501,35970000,365752518,4492500
jacobi-1d-imper_N2500_2500,162385008,18735000,12490000,6245000,162395007,137407502,24987505,37487503,24990001,12497501,12497501,37470000,381002518,4680000
jacobi-1d-imper_N2500_2600,168885008,19485000,12990000,6495000,168895007,142907502,25987505,38987503,25990001,12997501,12997501,38970000,396252518,4867500
jacobi-1d-imper_N2500_2700,175385008,20235000,13490000,6745000,175395007,148407502,26987505,40487503,26990001,13497501,13497501,40470000,411502518,5055000
jacobi-1d-imper_N2500_2800,181885008,20985000,13990000,6995000,181895007,153907502,27987505,41987503,27990001,13997501,13997501,41970000,426752518,5242500
jacobi-1d-imper_N2500_2900,188385008,21735000,14490000,7245000,188395007,159407502,28987505,43487503,28990001,14497501,14497501,43470000,442002518,5430000
jacobi-1d-imper_N2500_3000,194885008,22485000,14990000,7495000,194895007,164907502,29987505,44987503,29990001,14997501,14997501,44970000,457252518,5617500
jacobi-1d-imper_N2500_3100,201385008,23235000,15490000,7745000,201395007,170407502,30987505,46487503,30990001,15497501,15497501,46470000,472502518,5805000
jacobi-1d-imper_N2500_3200,207885008,23985000,15990000,7995000,207895007,175907502,31987505,47987503,31990001,15997501,15997501,47970000,487752518,5992500
jacobi-1d-imper_N2500_3300,214385008,24735000,16490000,8245000,214395007,181407502,32987505,49487503,32990001,16497501,16497501,49470000,503002518,6180000
jacobi-1d-imper_N2500_3400,220885008,25485000,16990000,8495000,220895007,186907502,33987505,50987503,33990001,16997501,16997501,50970000,518252518,6367500
jacobi-1d-imper_N2500_3500,227385008,26235000,17490000,8745000,227395007,192407502,34987505,52487503,34990001,17497501,17497501,52470000,533502518,6555000
jacobi-1d-imper_N2500_3600,233885008,26985000,17990000,8995000,233895007,197907502,35987505,53987503,35990001,17997501,17997501,53970000,548752518,6742500
jacobi-1d-imper_N2500_3700,240385008,27735000,18490000,9245000,240395007,203407502,36987505,55487503,36990001,18497501,18497501,55470000,564002518,6930000
jacobi-1d-imper_N2500_3800,246885008,28485000,18990000,9495000,246895007,208907502,37987505,56987503,37990001,18997501,18997501,56970000,579252518,7117500
jacobi-1d-imper_N2500_3900,253385008,29235000,19490000,9745000,253395007,214407502,38987505,58487503,38990001,19497501,19497501,58470000,594502518,7305000
jacobi-1d-imper_N2500_4000,259885008,29985000,19990000,9995000,259895007,219907502,39987505,59987503,39990001,19997501,19997501,59970000,609752518,7492500
jacobi-1d-imper_N2600_32,2043608,234000,156000,78000,2054007,1734202,319805,486203,322401,163801,163801,468000,4817818,54600
jacobi-1d-imper_N2600_64,4206808,483600,322400,161200,4217207,3564602,652605,985403,655201,330201,330201,967200,9893018,117000
jacobi-1d-imper_N2600_128,8533208,982800,655200,327600,8543607,7225402,1318205,1983803,1320801,663001,663001,1965600,20043418,241800
jacobi-1d-imper_N2600_256,17186008,1981200,1320800,660400,17196407,14547002,2649405,3980603,2652001,1328601,1328601,3962400,40344218,491400
jacobi-1d-imper_N2600_300,20160408,2324400,1549600,774800,20170807,17063802,3107005,4667003,3109601,1557401,1557401,4648800,47322618,577200
jacobi-1d-imper_N2600_400,26920408,3104400,2069600,1034800,26930807,22783802,4147005,6227003,4149601,2077401,2077401,6208800,63182618,772200
jacobi-1d-imper_N2600_512,34491608,3978000,2652000,1326000,34502007,29190202,5311805,7974203,5314401,2659801,2659801,7956000,80945818,990600
jacobi-1d-imper_N2600_600,40440408,4664400,3109600,1554800,40450807,34223802,6227005,9347003,6229601,3117401,3117401,9328800,94902618,1162200
jacobi-1d-imper_N2600_700,47200408,5444400,3629600,1814800,47210807,39943802,7267005,10907003,7269601,3637401,3637401,10888800,110762618,1357200
jacobi-1d-imper_N2600_800,53960408,6224400,4149600,2074800,53970807,45663802,8307005,12467003,8309601,4157401,4157401,12448800,126622618,1552200
jacobi-1d-imper_N2600_900,60720408,7004400,4669600,2334800,60730807,51383802,9347005,14027003,9349601,4677401,4677401,14008800,142482618,1747200
jacobi-1d-imper_N2600_1024,69102808,7971600,5314400,2657200,69113207,58476602,10636605,15961403,10639201,5322201,5322201,15943200,162149018,1989000
jacobi-1d-imper_N2600_1100,74240408,8564400,5709600,2854800,74250807,62823802,11427005,17147003,11429601,5717401,5717401,17128800,174202618,2137200
jacobi-1d-imper_N2600_1200,81000408,9344400,6229600,3114800,81010807,68543802,12467005,18707003,12469601,6237401,6237401,18688800,190062618,2332200
jacobi-1d-imper_N2600_1300,87760408,10124400,6749600,3374800,87770807,74263802,13507005,20267003,13509601,6757401,6757401,20248800,205922618,2527200
jacobi-1d-imper_N2600_1400,94520408,10904400,7269600,3634800,94530807,79983802,14547005,21827003,14549601,7277401,7277401,21808800,221782618,2722200
jacobi-1d-imper_N2600_1500,101280408,11684400,7789600,3894800,101290807,85703802,15587005,23387003,15589601,7797401,7797401,23368800,237642618,2917200
jacobi-1d-imper_N2600_1600,108040408,12464400,8309600,4154800,108050807,91423802,16627005,24947003,16629601,8317401,8317401,24928800,253502618,3112200
jacobi-1d-imper_N2600_1700,114800408,13244400,8829600,4414800,114810807,97143802,17667005,26507003,17669601,8837401,8837401,26488800,269362618,3307200
jacobi-1d-imper_N2600_1800,121560408,14024400,9349600,4674800,121570807,102863802,18707005,28067003,18709601,9357401,9357401,28048800,285222618,3502200
jacobi-1d-imper_N2600_1900,128320408,14804400,9869600,4934800,128330807,108583802,19747005,29627003,19749601,9877401,9877401,29608800,301082618,3697200
jacobi-1d-imper_N2600_2000,135080408,15584400,10389600,5194800,135090807,114303802,20787005,31187003,20789601,10397401,10397401,31168800,316942618,3892200
jacobi-1d-imper_N2600_2100,141840408,16364400,10909600,5454800,141850807,120023802,21827005,32747003,21829601,10917401,10917401,32728800,332802618,4087200
jacobi-1d-imper_N2600_2200,148600408,17144400,11429600,5714800,148610807,125743802,22867005,34307003,22869601,11437401,11437401,34288800,348662618,4282200
jacobi-1d-imper_N2600_2300,155360408,17924400,11949600,5974800,155370807,131463802,23907005,35867003,23909601,11957401,11957401,35848800,364522618,4477200
jacobi-1d-imper_N2600_2400,162120408,18704400,12469600,6234800,162130807,137183802,24947005,37427003,24949601,12477401,12477401,37408800,380382618,4672200
